-1.00	0.95	0.70	0.75	0.80	0.80	-1.00	0.95	0.95	-1.00	0.95	0.90	0.90	0.80	0.90	0.95	-1.00	0.75	0.85	0.95
0.00	0.00	-1.00	0.00	-1.00	0.05	-1.00	0.00	0.00	0.00	-1.00	-1.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.30	0.15	-1.00	0.20	0.25	0.30	0.35	-1.00	0.15	0.05	0.45	0.20	0.50	0.30	0.55	0.55	0.30	0.20	-1.00	0.20
0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	-1.00	0.00	0.00	0.00	0.00	-1.00	-1.00
0.15	0.10	0.05	0.00	-1.00	0.10	0.00	0.00	0.15	0.05	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.30	0.20	0.05	0.20	-1.00	0.30	0.20	0.25	0.25	-1.00	0.40	0.55	0.35	0.30	0.30	0.25	0.25	0.35	0.20	0.30
0.30	0.15	0.20	0.20	0.25	0.30	0.35	0.35	0.15	-1.00	0.45	0.20	0.45	0.30	0.45	0.55	0.30	0.20	0.20	0.15
-1.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	-1.00	0.00	-1.00	0.00	0.00	-1.00	0.00	-1.00	0.05	0.00
0.05	0.00	0.05	0.00	0.00	0.05	0.05	0.05	0.00	0.00	0.10	-1.00	0.15	0.00	-1.00	0.05	-1.00	-1.00	-1.00	0.00
0.05	-1.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	-1.00	0.00
0.90	0.95	0.70	-1.00	0.80	0.80	0.95	0.95	0.95	0.90	-1.00	0.90	0.90	0.80	0.90	0.95	0.95	0.90	0.85	0.95
0.00	0.00	0.00	0.05	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	-1.00	0.00	0.00
-1.00	-1.00	-1.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	-1.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	-1.00	-1.00	0.00	0.00	0.00	-1.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	-1.00	-1.00
0.00	0.00	-1.00	-1.00	0.00	-1.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	-1.00
-1.00	0.10	0.05	0.00	-1.00	0.10	0.00	0.00	0.15	-1.00	0.00	0.00	0.00	0.00	-1.00	0.00	-1.00	0.00	0.00	0.00
0.00	-1.00	-1.00	0.05	0.10	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	-1.00	0.00	0.00	0.00	-1.00	0.00
0.05	0.05	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	-1.00	-1.00	0.00	0.00	0.00	0.00	-1.00
0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	-1.00	0.00
0.25	0.15	0.35	0.20	0.25	0.30	0.05	0.05	0.20	0.15	0.05	0.10	0.10	0.20	-1.00	-1.00	-1.00	0.10	0.15	-1.00
0.00	-1.00	-1.00	-1.00	0.00	0.00	0.05	0.00	-1.00	0.05	-1.00	0.05	-1.00	-1.00	-1.00	0.00	0.05	0.15	0.00	0.00
-1.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.05	0.00
0.00	-1.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.05	0.00	-1.00	0.05
0.10	0.05	0.25	0.10	0.05	0.20	0.05	0.05	0.05	0.10	0.05	0.10	0.10	-1.00	0.10	0.05	-1.00	0.10	0.15	-1.00
0.00	0.00	0.00	0.00	0.00	-1.00	0.00	-1.00	0.00	0.00	-1.00	0.05	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	-1.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	-1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.75	0.85	0.65	0.80	0.75	0.70	0.95	0.95	0.80	0.85	0.95	0.90	0.90	-1.00	0.90	0.95	0.95	0.90	0.85	0.95
0.25	0.15	-1.00	0.20	0.25	0.30	-1.00	0.05	0.20	0.15	0.05	0.10	-1.00	0.20	0.10	-1.00	-1.00	0.10	0.15	0.05
0.30	0.20	0.20	0.20	0.30	0.30	0.35	0.35	-1.00	0.05	-1.00	0.20	0.45	-1.00	0.35	0.45	0.25	0.20	0.25	0.15
0.25	0.15	0.35	0.15	0.20	0.30	0.05	0.05	-1.00	-1.00	-1.00	0.10	0.10	0.20	0.10	-1.00	-1.00	0.10	0.15	0.05
