0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.07
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.10	0.03	0.00
0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.03	0.07	0.07	0.10	0.15	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
0.10	0.12	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.05	0.00
0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
0.00	0.00	0.00	0.00	0.00	0.10	0.10	0.12	0.12	0.03
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00
1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
0.17	0.33	0.55	0.72	0.68	0.85	1.00	0.95	1.00	1.00
0.03	0.07	0.07	0.10	0.12	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.03
1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00
0.05	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.10	0.05	0.07	0.03	0.00	0.03	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.05
0.10	0.10	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00
0.03	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.10	0.05	0.03	0.03	0.00
0.17	0.33	0.55	0.72	0.78	0.85	1.00	0.97	1.00	1.00
0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
0.12	0.25	0.50	0.60	0.70	0.80	0.90	0.80	0.88	0.78
0.12	0.25	0.50	0.60	0.70	0.80	0.90	0.80	0.88	0.78
0.12	0.25	0.50	0.60	0.70	0.80	0.90	0.80	0.88	0.78
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00
0.30	0.20	0.17	0.20	0.10	0.10	0.10	0.17	0.12	0.23
0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.12	0.25	0.50	0.60	0.70	0.80	0.90	0.80	0.88	0.78
0.93	0.95	0.88	0.88	0.88	0.85	0.57	0.78	0.85	0.75
0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.03	0.10	0.05	0.10	0.15
0.50	0.50	0.55	0.65	0.68	0.75	0.57	0.75	0.85	0.75
